Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
171,-2,.***a,0.7596100609059466,0.22145182602206365,0.002662554614321898,-0.055794560858606096,-0.002405046351699136,-0.008615187869458531,0.8157385943727475,0.7156713172669497,3,0
2055,161,9***g,0.008500808517148604,0.1520511841157768,0.7455814754785888,0.9519708120116929,0.2609677708402425,-0.030449808279034013,0.7286837361590149,-0.037553529451897244,9,0
665,-69,****y,1.2095795062931145,0.16431726854557166,-0.004710753995932204,0.34319303543281665,-0.049160338391601055,-0.007481378364324068,-0.15434674882677202,-0.05532875107529006,3,1
656,1337,1***d,0.2416949374674237,0.040606032450918025,0.9741457804212634,0.7247447895499788,0.1284695709047176,-0.01721480734318792,0.05115013968760685,-0.01432080727583955,7,1
84,225,l***b,0.08214074382466875,0.11886963038193879,-0.016493193389502434,0.16410117172433258,0.04429963167514192,0.9490203629322895,0.5486376043625071,0.4035516357877507,7,0
1564,1515,1***e,0.6749797918721746,0.27199343067704373,0.9023749690299633,0.27999195778658326,-0.011734132277242288,0.9506071886965101,0.2618812764615704,0.01712541230492389,9,1
1529,1531,k***7,0.08983903953317793,0.5333653617728744,0.8175393753811833,0.20076838393067137,0.39674433916313256,0.9463907335034356,0.9584345932210228,0.7218517305790166,1,0
207,418,2***l,1.2269985554615515,0.11793567273316041,-0.014256932804597423,0.7996269583807822,0.22318162033274525,0.021841166485994292,0.6150151585116608,-0.06140487064355647,5,0
495,1803,k***4,0.04118349969463813,0.277473027003193,0.37450575163700206,1.0632682619284186,0.3699378539688557,0.003156763083889294,0.2885993206479093,-0.03502011968395626,3,0
1229,1921,e***g,0.1424679657539901,0.11381440933957593,0.9391619400036688,0.8870347026523628,0.04169162363334919,0.9425706014807681,0.5882298038080739,0.031398116313481945,1,1
1488,530,p***_,0.7060619142547566,0.20738946393413749,1.0015768605419395,0.010926125877333829,0.3828585472957818,0.041728175704460885,0.0796610125618413,-0.031172760293948238,5,1
1846,1361,h***u,0.03270548667198716,0.08096692119576335,0.0014059722103272423,0.18156446130552456,0.11374578128753715,-0.03247525261194052,0.980290557346741,-0.027478736340068075,7,1
1139,2284,o***_,0.18198961831303404,0.09918976867980232,0.5258155389403598,0.0965932074988699,0.2188867197928842,0.9755522317868406,0.43773698879732087,-0.004337117600172061,1,1
1967,722,.***a,0.12034796983786766,0.11737917770466835,-0.02226047644080774,-0.007151628751929033,0.07553078073975403,0.4967477982984154,0.05592327488281289,0.00892058682921109,7,1
3828,217,-***r,0.038984948955838955,0.32317079995454046,-0.018861965055827587,0.48420943713929865,0.010977884307360901,0.016676935156030127,0.6012032847301081,1.1590580034689006,5,1
4629,1917,t***u,0.9865739747365165,0.01251610807405839,0.533892431689745,0.24744371643876417,0.4041162138676861,-0.01929835589891362,0.7924461612478613,0.04920099491314058,1,0
4037,2091,j***j,0.20970398844251298,0.6677432252885134,-0.008787528432051394,0.3663069877695191,0.19306098708326697,0.04215394886335461,0.11557477703968058,0.0151309825336192,7,1
4177,1577,8***8,0.4934919750644724,0.008887281296002997,-0.008651254510190947,0.3405417870846287,0.005855738353838075,0.02447268621251835,0.02025744572654509,0.46534862393340826,7,0
4367,435,1***2,0.34641443025695484,0.004200337217792102,0.8940448952606855,-0.04012170419537166,0.042192228078460375,0.059314771058267456,0.9974839349433702,0.05379867842744753,13,1
4729,771,e***f,0.21459178415297112,0.15696013085939042,0.4678333083043654,0.9247850352956332,0.02005540914829985,0.7061725575137913,0.9603254119842782,1.0247054732885146,3,0
4060,253,w***n,0.09511094454362892,0.06703961671209299,0.5484316275007728,0.08149213743573172,0.43735877888661734,0.7219302316402278,0.8877368014693441,0.010075563138441147,3,0
4280,2417,e***a,0.5384680517560488,0.02834338153444774,0.9094181542000465,0.8688003901200478,0.10705840050449791,1.0347002137986425,0.8398153173640015,0.9564377709422599,11,0
3336,2413,6***o,0.1267801742535416,0.05522339610874433,-0.0053410629653319695,0.390296012935099,0.32572462960597715,0.5911900698923317,0.7840045518835742,0.9292043170709431,1,0
4757,1139,c***c,0.30858650238828444,0.17806984369264772,0.4340088322238592,0.27040595599884676,0.03860322948981023,-0.0023500395919634665,1.0556905250402875,0.010525547189219284,1,0
4541,1800,7***9,1.009574808988865,0.19482432120086055,0.9513278698623421,0.8444075731848151,0.3327238906034519,-0.039428563886658906,0.40983206526366694,0.7913556208616817,3,0
2922,2243,p***t,0.12902666305067922,0.446560500559151,-0.007307260377672415,0.21509472565892934,0.028708366239496914,-0.014046109804511943,0.49518119564059104,0.9518828295793417,3,0
4709,824,t***n,0.13497501098204062,0.07178797264154309,0.5268738738987822,0.2730665464801695,0.5130681313581827,0.02937790081555162,0.5974352960483991,-0.02977772028010099,13,0
