Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
589,2414,e***i,0.4976980259731043,0.18907218556157757,0.37920191979931345,0.3172455060629803,0.30223233803096833,1.064330427489881,0.9186085665581057,-0.0024451097578587475,1,0
839,4,v***t,0.11850097249153442,0.09020640782298328,-0.012045101712620142,0.9814643334192112,0.5119807329133964,1.0543461193231802,-0.09131722204402681,0.051388134029635796,9,1
1477,1975,9***4,0.5946900552390602,0.046046662274917195,0.9298210790898354,0.01745349301545617,0.4995906160807834,1.0719601164267958,-0.04125860352541075,0.4796259214585468,7,0
1913,2180,o***j,0.1313255768575468,0.06861492787340483,0.006917186857054652,0.7480022594146782,0.01796398042572003,1.0953242406080193,0.22100323061256952,1.0640930345031943,3,0
1831,1919,h***_,0.7558309628805457,0.18996893088206993,-0.005485190250754213,0.4443892358944277,0.48537499166924497,0.05352558754320122,0.027735995870999064,0.9159718735126904,3,0
955,-109,o***p,0.08502109923572375,0.05414550476360618,0.005836558939213417,0.0016841184853494534,-0.019228792997832134,0.9904437730574309,0.6435982210386271,0.018765245951891222,3,0
168,1869,9***0,0.02284574281617434,0.04686942444611122,-0.0017414750836747914,0.8135309603972484,0.03242483589519828,0.8709792646270764,-0.0023282391498616953,-0.051861320732284555,7,0
586,448,n***s,0.030117910735326676,-0.0015850949390504437,0.423317749649855,0.49343809023321183,0.8012183452844146,0.026292323321636696,0.4057969148669136,1.0040203704294646,12,1
1334,1139,t***t,0.9185583042226855,0.20696046945522284,-0.01791694916228031,1.0475454482273059,0.4113321074402778,1.0117426122670918,0.8698622291965553,-0.03494144635217637,1,0
1983,2028,b***b,0.07618691582933478,0.6800348133060585,0.875744380519991,0.36485183969443363,0.004520304699281526,0.004298695484126348,0.7634593935732599,0.4838362066389641,3,1
1174,837,k***7,0.5896038816171738,0.2991703014603551,1.0437952665223187,0.3399916825762405,0.05267238228690285,1.007558039766963,0.5791817935476369,0.023179852442429368,1,0
1322,1831,e***e,0.010769930594242593,0.34802794416087646,-0.00019296743695841362,-0.04719784112725252,-0.0006071008320806139,0.04083624142725857,-0.20157429811033545,-0.04355192835489885,8,0
945,2400,r***t,0.015323705103308497,0.03573629324856318,-0.018817738677073047,0.981486442751353,0.35059824094177283,1.0607183733147967,0.06384019743040323,0.04318328113342297,1,0
1061,21,3***j,0.5757941422117221,0.02398028080178229,0.0007789969322612126,0.013979998029462315,0.5593766298801894,-0.0052299059132174495,0.8391357181413864,0.06838138880157658,3,0
3101,1751,e***e,0.04514108408292919,0.059116403378686184,0.015072926586397155,-0.02280654217414268,0.1887546484039384,1.0075734592012187,0.8812005358770922,0.9284892378227009,7,0
2455,1611,g***u,0.07103669591388476,0.06085318930593131,-0.002270331289134223,0.8821635950321957,0.5288471837170527,-0.01854065495244944,0.7752038891406671,0.733276324520463,3,0
4867,805,s***h,-0.0069760190023020405,0.12959478077818243,-0.015010236182828715,0.2990882949710935,0.0074323692559886585,-0.05096534424702914,0.058632314142923456,0.7936430315677465,7,0
2695,1342,i***0,0.013581502369530568,0.10960495010301749,0.8964792152979176,0.2224387775152244,0.2751326166468252,1.027767615846778,0.7507173030550744,-0.0036137417359636105,11,0
2923,2279,h***u,0.44822014713430214,0.22704078062163702,1.2470927144270894,0.23800007054321723,0.5047626050331947,0.991006144738357,0.9728967978040703,-0.007006697368102657,1,0
3141,1904,n***g,0.31917902480853205,0.06563018983225627,0.5588288777557897,0.1845349149064529,0.04297345143908521,0.9773754858921296,0.08107369517728225,0.94313129037913,8,1
2943,2126,i***o,0.06952319569025284,0.16301094124224103,1.0304003420134342,0.3449850008020933,0.3989811705568057,0.7111243231707818,0.9204116037672714,0.8231945475078752,1,0
4476,841,u***e,0.053392006076556094,0.24912549398508627,-0.009832328511834975,0.42556302245661326,0.6430011974018125,0.019397890613814195,0.04735678390682706,0.981997102348511,0,0
2990,2390,a***n,0.5659599680399146,0.06731702165717342,-0.00013899766026817664,0.09732328940533161,0.21952002146651106,1.006361582371286,0.10727767293753702,0.9470126814977423,7,0
2890,-87,d***0,-0.011218899823083578,0.49466200212918066,-0.003709561992596226,0.26720699520084373,0.7169433939936374,-0.0005030752264405416,0.847973337585654,0.893633117396499,7,0
2600,465,8***u,0.03975078801274898,0.11799051240029765,0.003924503333637072,0.37066442441415004,0.3343985815086554,0.42968442894830616,0.03423971946932478,-0.017456479866075396,5,0
2717,2196,6***e,0.9910475342978184,0.0965720950417847,-0.0010949272273377915,0.9227708233548275,0.023873433562553076,0.9800168788780816,0.9080291943325576,-0.034153976187295716,5,1
3955,2591,l***v,0.2377894480629179,0.8167614456296737,0.6304050322494905,0.832034441118006,0.5319152517850576,0.012341256998025999,1.103015546816354,0.9417101858434697,3,0
4602,28,i***-,0.06933995484619293,0.2901934331846361,0.9426431331493063,0.03196890627624277,0.6076167813489342,-0.0043664026849482805,0.15909091434875888,0.005582021542957954,6,0
5374,1230,a***d,0.05207801981773913,-0.0023408880410407257,1.1916325502313998,-0.07789001021682387,0.42219211957896047,0.5689142014971936,0.39122125247301154,0.021059829659509845,5,0
6247,617,h***t,0.014759493698209253,0.5993059713848086,1.0960979260262707,0.4705328936669621,0.18928870388611646,0.6499841476473818,0.5854031867942567,0.8694214257151968,3,0
6377,913,g***p,-0.014078364308406362,0.18098854703254563,0.0039283255945671705,0.5710880256436617,0.23181103675266895,-0.042770076205044305,0.3621988491348045,0.7141884690368605,3,0
5161,945,2***a,0.016813418133032262,0.01414618170247197,0.02977684594677929,0.964156964947329,0.40705847501014725,-0.007015956423210252,0.09980772925826316,0.009578619248618529,7,0
