Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
7282,1880,7***9,1.8843798641617235,0.11482979353458714,0.05186214318923456,0.6577987867182669,0.19384558005841818,0.01927721798739146,0.37529723452282293,0.5008919714156177,0,0
13861,1099,c***c,0.25787493782909876,0.3100376669491182,-0.05222464889637641,0.5462184610152676,-0.3054332300996241,0.6344452723199018,0.7120888363350524,-0.19293568686356743,6,1
16520,2006,y***e,0.1903721856522096,0.02943388786578313,0.015677566501986536,0.6336386219487661,0.23407450153061227,0.9083108370511224,0.9076917560108264,-0.17411418539617823,6,1
2191,1425,a***d,-0.02132459410643224,0.007668957754303679,0.6590761237899704,0.014927084829778947,0.07728976267027415,-0.18610687403675785,0.6639532014614538,-0.24258690532076782,-1,1
5787,428,s***h,0.37936590039513046,-0.037952916549046506,0.6984493311551861,0.7664025211697816,0.051584296484548764,-0.15736387315439493,-0.04548715434822187,0.6695555823812198,6,0
2790,1444,e***r,-0.1359912050816926,0.3507204569664979,0.8025937914340625,-0.059277410113454276,0.6822522280264942,0.8805036041317194,-0.01490845935707208,-0.20214618857682978,6,1
2695,-106,a***i,-0.08008179060918187,-0.004338064309244272,-0.006028657337167459,0.9786289037610262,-0.03243094717042361,0.10994736320035955,0.09379528628293116,0.7784077078974508,6,0
9149,1885,4***o,0.3664263623125353,0.33151599527501485,0.7383636458980087,0.06907247686671422,-0.04709739840541348,0.7100388923138865,0.412118280564027,-0.1792211639308488,4,1
14450,533,6***6,0.9046428103552481,-0.01830559354157707,0.47203858418646366,-0.08741692945240986,0.14574232033045137,0.5774471788017838,0.17734802661715404,1.0678865127911348,5,0
14759,202,9***g,0.06811868472605687,0.32360868018595307,-0.017561030000115108,0.44923938651846784,0.04119748845146903,0.7370252786081096,0.523559205016632,1.081530606547045,6,0
6459,-262,k***4,0.12766880592658442,-0.04805704144729303,0.1852592313594752,1.0547226497869984,0.07391504859052798,0.17756053621164106,0.24714357109104834,-0.5016979339649703,8,1
14380,299,7***9,0.25942822535616156,0.1477260928460784,0.7306072777059266,0.0931879766731842,0.8240457885042006,0.18976360505162085,0.5946450247851609,-0.7311094731265924,5,0
3647,1739,v***2,0.35931234098041537,0.950422371629954,-0.14251759253766283,0.7952309896669303,0.5405346543940999,0.116440393660877,-0.35370801612480834,0.5232192361308605,5,1
5528,1287,2***l,-0.16626586014597688,0.19621480484077058,0.19519251241060903,0.05157116158661916,-0.014156715503856693,-0.5756699193237853,0.8904808649707051,0.4982688277547873,4,0
7970,448,1***e,0.04487718845119709,0.10838446070904204,0.4759377654003167,0.8919284798771481,-0.00759118721138706,1.3132240945564067,1.3239220060710315,0.3486274838274218,5,0
3610,140,e***m,0.79587090961831,0.05971185270135755,-0.01938896206629318,0.41118210303583114,0.8528140186998374,-0.12847266222536838,0.35065559874574315,0.6182611479053544,-1,1
13151,1097,l***1,0.3496742130323857,0.34374599590831834,1.1137269401815597,-0.26186482044361664,0.6899502026648863,0.9395123431119018,0.287949702525563,-0.05388984122068197,-1,1
-1957,2440,a***d,0.11096322592451732,-0.024720089502700687,0.7400080094146876,0.6104843278391223,0.246133357315981,0.02323908273949163,0.4972643823309152,0.24145532107686096,6,1
7681,365,p***p,1.2998091900460471,0.11908258047936024,0.7070482597818482,0.5305042297406349,0.5412706247016975,0.08226791189224543,0.6352156378058023,-0.5403408708702948,2,1
10199,781,u***e,0.14807754179866633,-0.12073863822856329,0.7393535024349639,0.955172675622204,-0.022609038080946692,0.2997007086848898,0.870221428872379,-0.19163976198207874,6,1
